City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
349,Christchurch,NZ,-43.5333,172.6333,69.8,37,100,4.61,overcast clouds
350,Turba,EE,59.0831,24.225,39.2,60,0,16.11,clear sky
351,Cabedelo,BR,-6.9811,-34.8339,84.2,79,75,11.5,broken clouds
352,Porto Tolle,IT,44.9497,12.3245,48.99,51,0,6.53,clear sky
353,Gidam,IN,18.9833,81.4,77.32,23,0,3.06,clear sky
354,Fairbanks,US,64.8378,-147.7164,34.0,93,90,12.66,mist
355,Groton,US,41.3501,-72.0784,55.4,33,1,13.8,clear sky
356,Madingou,CG,-4.1536,13.55,75.79,92,78,2.73,broken clouds
357,Butka,RU,56.7179,63.7866,33.53,98,100,5.39,overcast clouds
358,Kidal,ML,18.4411,1.4078,86.95,5,0,7.94,clear sky
359,Cayenne,GF,4.9333,-52.3333,84.2,74,75,13.8,broken clouds
360,Tecoluca,SV,13.7892,-89.0053,96.8,39,20,14.97,few clouds
361,Caravelas,BR,-17.7125,-39.2481,80.8,68,100,8.86,overcast clouds
362,Corinto,GR,37.9407,22.9573,64.0,59,100,8.99,overcast clouds
363,Rumonge,BI,-3.9736,29.4386,71.96,86,100,3.22,light rain
364,Ratnagiri,IN,16.9833,73.3,78.3,75,7,6.71,clear sky
365,Loa Janan,ID,-0.583,117.095,74.21,97,100,0.87,overcast clouds
366,Suluq,LY,31.6682,20.2521,77.2,14,100,12.57,overcast clouds
367,Kismayo,SO,-0.3582,42.5454,82.53,80,100,7.4,overcast clouds
368,Drakhtik,AM,40.565,45.2367,35.4,66,24,3.8,few clouds
369,Polillo,PH,14.7122,121.9392,76.51,87,72,9.19,broken clouds
370,Vanavara,RU,60.34,102.2797,6.01,97,97,4.34,overcast clouds
371,Samarai,PG,-10.6167,150.6667,81.97,79,44,3.67,scattered clouds
372,Aitape,PG,-3.1374,142.3475,78.06,87,90,3.69,overcast clouds
373,Namatanai,PG,-3.6667,152.4333,77.79,85,85,4.7,light rain
374,Wattegama,LK,6.7989,81.4808,75.2,88,0,2.3,clear sky
375,Louga,RU,58.7372,29.8453,36.75,86,92,10.94,overcast clouds
376,Prince Rupert,CA,54.3161,-130.3201,41.0,75,90,5.75,overcast clouds
377,Xichang,CN,27.8964,102.2634,60.24,31,100,1.12,overcast clouds
378,Half Moon Bay,US,37.4636,-122.4286,61.0,66,90,9.22,overcast clouds
379,Rathdrum,US,47.8137,-116.892,54.0,54,90,12.66,light rain
380,Elmina,GH,5.0898,-1.348,81.46,85,5,8.7,clear sky
381,Palimbang,PH,6.2106,124.1894,77.85,82,100,2.48,overcast clouds
382,Lakatoro,VU,-16.0999,167.4164,79.5,86,98,10.25,overcast clouds
383,Lompoc,US,34.6391,-120.4579,63.0,55,48,12.66,scattered clouds
384,Aiquile,BO,-18.2041,-65.1807,65.39,65,100,8.41,overcast clouds
385,Aden,YE,12.7794,45.0367,81.39,58,31,5.97,scattered clouds
386,Bushehr,IR,28.9684,50.8385,69.8,68,0,11.5,clear sky
387,Port Macquarie,AU,-31.4333,152.9167,64.99,100,40,4.72,scattered clouds
388,Boundiali,CI,9.5217,-6.4869,89.87,21,0,3.78,clear sky
389,Brae,GB,60.3964,-1.353,28.4,86,75,28.77,light snow
390,Sao Borja,BR,-28.6606,-56.0044,83.8,54,100,6.31,overcast clouds
391,Debre Birhan,ET,9.6833,39.5333,53.19,64,6,6.33,clear sky
392,Balkhash,KZ,46.844,74.9804,42.91,56,100,8.95,overcast clouds
393,Qingdao,CN,36.0986,120.3719,46.99,70,0,6.85,clear sky
394,Hit,IQ,33.6416,42.8251,67.68,32,0,5.61,clear sky
395,Uige,AO,-7.6087,15.0613,68.16,96,99,3.38,overcast clouds
396,Jawa,JO,31.8525,35.9393,57.2,47,0,8.05,clear sky
397,Boca Del Monte,MX,19.15,-96.8167,82.4,47,40,9.22,scattered clouds
398,Desnogorsk,RU,54.1508,33.2815,32.97,82,34,4.7,scattered clouds
399,Severouralsk,RU,60.1533,59.952,32.04,99,100,2.15,overcast clouds
400,Lata,PT,40.1629,-8.3327,61.0,63,0,5.75,clear sky
401,Honningsvag,NO,70.9821,25.9704,31.87,72,100,5.84,overcast clouds
402,Yarmouth,US,41.7057,-70.2286,55.4,19,1,9.22,clear sky
403,Bonavista,CA,48.6499,-53.1147,42.8,87,100,3.44,overcast clouds
404,Ancud,CL,-41.8697,-73.8203,70.0,55,0,9.22,clear sky
405,Klaksvik,FO,62.2266,-6.589,23.0,68,75,40.29,light snow
406,Tyup,KG,42.7276,78.3648,30.78,65,100,4.81,overcast clouds
407,Guarda,PT,40.5373,-7.2658,59.0,44,0,1.01,clear sky
408,Teya,RU,60.3778,92.6267,33.13,97,100,6.22,overcast clouds
409,Hovd,MN,48.0056,91.6419,31.57,23,14,0.87,few clouds
410,Kintampo,GH,8.0563,-1.7306,89.67,37,87,1.59,overcast clouds
411,Tagusao,PH,9.1924,117.8141,78.06,83,98,5.88,overcast clouds
412,Eureka,US,40.8021,-124.1637,54.0,71,100,3.0,overcast clouds
413,Sur,OM,22.5667,59.5289,85.1,44,3,8.72,clear sky
414,Tomatlan,MX,19.9333,-105.25,89.76,40,4,12.46,clear sky
415,Dingle,PH,10.9995,122.6711,74.98,88,100,7.31,overcast clouds
416,Saint-Pierre,RE,-21.3393,55.4781,78.8,73,0,5.75,clear sky
417,Grand-Santi,GF,4.25,-54.3833,77.31,96,97,3.11,moderate rain
418,Nova Olimpia,BR,-14.7972,-57.2881,89.69,52,100,6.15,overcast clouds
419,Gazojak,TM,41.1875,61.4036,52.25,53,5,10.51,clear sky
420,Ambon,ID,-3.6954,128.1814,78.8,89,40,4.61,scattered clouds
421,Chiplun,IN,17.5333,73.5167,73.92,85,6,1.23,clear sky
422,Mormugao,IN,15.4,73.8,78.82,75,5,12.21,clear sky
423,Marsh Harbour,BS,26.5412,-77.0636,67.53,58,100,15.28,overcast clouds
424,Hirado,JP,33.3597,129.5531,57.0,33,40,11.99,scattered clouds
425,Taksimo,RU,56.3444,114.8794,17.51,88,98,4.59,light snow
426,Grindavik,IS,63.8424,-22.4338,19.4,53,75,19.57,broken clouds
427,Calvinia,ZA,-31.4707,19.776,70.16,53,0,3.85,clear sky
428,Kuching,MY,1.55,110.3333,78.8,89,20,3.44,few clouds
429,Port Arthur,CN,38.8,121.2667,50.0,40,0,8.95,clear sky
430,Port-Gentil,GA,-0.7193,8.7815,82.4,89,20,11.5,light rain
431,Henderson,US,36.0397,-114.9819,86.0,4,1,5.75,clear sky
432,Svetlogorsk,BY,52.6333,29.7333,35.04,73,23,5.1,few clouds
433,Constitucion,CL,-35.3333,-72.4167,62.1,71,18,9.04,few clouds
434,La Romana,DO,18.4273,-68.9728,78.8,89,75,13.8,broken clouds
435,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,5.75,clear sky
436,Krasnogvardeyskoye,RU,45.8456,41.5186,52.38,80,100,5.46,overcast clouds
437,Coihaique,CL,-45.5752,-72.0662,59.0,72,75,9.22,broken clouds
438,Matadi,CD,-5.8167,13.45,78.89,91,100,1.81,overcast clouds
439,Saiha,IN,22.4833,92.9667,62.74,87,0,3.53,clear sky
440,Druzhnaya Gorka,RU,59.2761,30.1425,39.2,75,40,8.95,scattered clouds
441,Nome,US,64.5011,-165.4064,-0.99,78,90,26.46,snow
442,Sola,VU,-13.8833,167.55,79.7,81,100,17.67,overcast clouds
443,Haines Junction,CA,60.7522,-137.5108,33.8,44,100,2.3,overcast clouds
444,Kirakira,SB,-10.4544,161.9205,79.3,86,100,4.43,overcast clouds
445,Qasigiannguit,GL,68.8193,-51.1922,21.2,68,75,13.8,broken clouds
446,Sawakin,SD,19.1059,37.3321,75.6,61,33,9.37,scattered clouds
447,Gornopravdinsk,RU,60.05,69.9,33.35,94,100,8.9,overcast clouds
448,Taunsa,PK,30.7048,70.6505,78.69,11,92,9.51,overcast clouds
449,La Asuncion,VE,11.0333,-63.8628,80.6,68,95,17.4,overcast clouds
450,Jiazi,CN,22.8779,116.067,66.9,86,100,18.7,overcast clouds
451,Gondanglegi,ID,-7.7479,112.0132,74.14,95,100,3.71,overcast clouds
452,San Martin,AR,-33.081,-68.4681,78.8,50,40,3.44,scattered clouds
453,Wichian Buri,TH,15.6578,101.106,76.12,81,100,3.51,moderate rain
454,Melbu,NO,68.5044,14.8297,30.2,93,90,9.22,snow
455,Nampa,US,43.5407,-116.5635,70.0,21,1,9.22,clear sky
456,Kununurra,AU,-15.7667,128.7333,69.8,94,12,2.3,few clouds
457,Port Hedland,AU,-20.3167,118.5667,73.4,56,4,8.05,clear sky
458,Shevchenkove,UA,49.6959,37.1735,37.4,93,97,4.47,overcast clouds
459,Venice,US,27.0998,-82.4543,75.99,38,40,6.91,scattered clouds
460,Kumluca,TR,36.3703,30.2869,58.12,79,11,1.28,few clouds
461,Swan Hill,AU,-35.3378,143.5544,63.05,66,0,7.67,clear sky
462,Vestmannaeyjar,IS,63.4427,-20.2734,21.78,50,31,29.26,scattered clouds
463,Basco,PH,20.4487,121.9702,77.41,79,99,25.46,overcast clouds
464,Benguela,AO,-12.5763,13.4055,80.62,82,100,4.63,overcast clouds
465,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.4,61,20,23.02,few clouds
466,Nizwa,OM,22.9333,57.5333,83.64,21,2,9.04,clear sky
467,Qaqortoq,GL,60.7167,-46.0333,41.0,81,75,3.44,broken clouds
468,Poum,NC,-20.2333,164.0167,78.6,76,80,23.6,broken clouds
469,San Isidro,PE,-12.1167,-77.05,80.6,54,0,8.05,clear sky
470,Sao Raimundo Nonato,BR,-9.0153,-42.6994,95.61,22,39,9.57,scattered clouds
471,Ostrovnoy,RU,68.0531,39.5131,31.69,91,100,19.26,overcast clouds
472,Kalmunai,LK,7.4167,81.8167,78.96,82,70,4.99,broken clouds
473,Mugur-Aksy,RU,50.35,90.5,16.47,51,0,5.37,clear sky
474,Ugoofaaru,MV,5.6667,73.0,84.52,66,100,11.68,overcast clouds
475,Beitbridge,ZW,-22.2167,30.0,71.51,67,0,2.17,clear sky
476,Bull Savanna,JM,17.8868,-77.5902,80.22,63,39,9.06,scattered clouds
477,Wiang Sa,TH,8.6359,99.3666,81.0,83,100,1.66,overcast clouds
478,Susangerd,IR,31.5608,48.1831,71.6,28,0,9.22,clear sky
479,Malakal,SS,9.5334,31.6605,91.09,17,28,5.48,scattered clouds
480,Creel,MX,27.75,-107.6333,74.37,17,2,6.13,clear sky
481,Okahandja,NA,-21.9833,16.9167,71.01,49,40,6.17,scattered clouds
482,Mount Gambier,AU,-37.8333,140.7667,57.2,72,62,9.22,broken clouds
483,Codrington,AU,-38.2667,141.9667,58.46,63,100,9.28,overcast clouds
484,Takaungu,KE,-3.6837,39.8566,82.49,77,24,15.01,few clouds
485,Souillac,MU,-20.5167,57.5167,81.0,75,7,5.99,clear sky
486,Coolum Beach,AU,-26.5333,153.1,71.01,95,100,3.0,overcast clouds
487,Agadez,NE,19.75,10.25,78.58,8,99,7.52,overcast clouds
488,Praia,CV,14.9215,-23.5087,84.2,26,0,18.41,clear sky
489,Nantucket,US,41.2835,-70.0995,51.8,37,1,11.5,clear sky
490,Slonim,BY,53.0867,25.3219,35.2,69,79,7.0,broken clouds
491,Mingyue,CN,43.1069,128.9217,32.11,47,0,2.37,clear sky
492,Wanlaweyn,SO,2.6185,44.8938,82.87,69,82,13.29,broken clouds
493,Arbagar,RU,51.9438,116.2805,30.25,67,31,7.99,scattered clouds
494,Guayaramerin,BO,-10.8368,-65.3614,87.8,62,40,3.44,scattered clouds
495,Pachino,IT,36.7186,15.0907,59.0,77,75,3.44,broken clouds
496,Bilibino,RU,68.0546,166.4372,-21.12,98,47,3.22,scattered clouds
497,Montes Claros,BR,-16.735,-43.8617,86.0,48,40,8.05,scattered clouds
498,Alyangula,AU,-13.8483,136.4192,78.4,63,18,3.0,few clouds
499,Sitges,ES,41.2351,1.8119,57.99,70,6,3.49,clear sky
500,Aldan,RU,58.6031,125.3894,10.53,96,100,4.09,light snow
501,Fallon,US,39.4735,-118.7774,71.6,10,40,5.75,scattered clouds
502,Gigmoto,PH,13.7796,124.39,78.64,73,73,7.83,broken clouds
503,Port Elizabeth,ZA,-33.918,25.5701,66.2,82,75,19.57,broken clouds
504,Gibato,PH,11.2251,122.8143,74.03,88,75,3.94,broken clouds
505,Kamaishi,JP,39.2667,141.8833,46.31,94,100,16.2,overcast clouds
506,La Palma,US,33.8464,-118.0467,75.2,68,75,9.22,broken clouds
507,Passos,BR,-20.7189,-46.6097,82.13,45,97,6.98,overcast clouds
508,Sabha,LY,27.0377,14.4283,77.88,9,17,10.67,few clouds
509,Sechura,PE,-5.5569,-80.8222,82.27,58,30,12.39,scattered clouds
510,Husavik,IS,66.0449,-17.3389,15.8,79,90,19.57,overcast clouds
511,Laon,FR,49.5667,3.6667,45.0,75,0,4.61,clear sky
512,Khrebtovaya,RU,56.7032,104.2494,23.36,97,100,2.82,overcast clouds
513,Igarka,RU,67.4667,86.5833,16.43,94,100,14.43,light snow
514,Itoman,JP,26.1247,127.6694,66.2,63,75,23.02,broken clouds
515,Bartica,GY,6.4,-58.6167,80.6,89,75,2.3,broken clouds
516,Tahoua,NE,14.8888,5.2692,89.6,9,0,6.91,clear sky
517,Tongchuan,CN,35.0806,109.0897,42.91,67,100,2.68,overcast clouds
518,Staryy Nadym,RU,65.6118,72.6842,32.86,92,100,12.12,overcast clouds
519,Lamar,US,33.6668,-95.5836,66.99,63,90,8.05,overcast clouds
520,Quatre Cocos,MU,-20.2078,57.7625,81.0,75,21,5.99,light rain
521,Santa Catalina,PH,9.3337,122.8637,80.6,78,20,4.61,few clouds
522,Lianzhou,CN,24.7811,112.3825,57.04,87,98,4.83,overcast clouds
523,Sedniv,UA,51.6447,31.565,37.74,67,13,5.1,few clouds
524,Flagstaff,US,35.1981,-111.6513,75.0,12,1,11.5,clear sky
525,Shafranovo,RU,53.9667,54.7667,32.02,89,100,14.03,overcast clouds
526,Trairi,BR,-3.2778,-39.2689,81.52,81,28,11.07,scattered clouds
527,Turki,RU,51.987,43.2731,35.08,79,30,5.82,scattered clouds
528,Ardatov,RU,55.2421,43.097,28.47,89,20,5.41,few clouds
529,Sovetskaya Gavan,RU,48.9723,140.2878,26.94,75,2,3.29,clear sky
530,Vangaindrano,MG,-23.35,47.6,74.59,93,16,7.52,moderate rain
531,Shadrinsk,RU,56.0852,63.6335,33.19,98,100,5.08,overcast clouds
532,Mayo,US,38.8876,-76.5119,69.8,27,20,10.36,few clouds
533,Usolye-Sibirskoye,RU,52.7519,103.6453,32.0,98,100,3.38,overcast clouds
534,Oksfjord,NO,70.2396,22.3479,30.2,74,40,9.22,scattered clouds
535,Popondetta,PG,-8.7537,148.2534,73.53,83,100,2.39,overcast clouds
536,Coquimbo,CL,-29.9533,-71.3436,66.2,63,75,8.05,broken clouds
537,Vostok,RU,46.4856,135.8833,20.44,72,1,5.44,clear sky
538,La Rioja,ES,42.25,-2.5,53.6,50,0,4.61,clear sky
539,Kapiri Mposhi,ZM,-13.9652,28.6809,62.2,91,3,4.97,clear sky
540,Yar-Sale,RU,66.8333,70.8333,30.45,98,100,9.01,light snow
541,Tabuk,PH,17.4189,121.4443,72.23,87,45,3.42,scattered clouds
542,Nouadhibou,MR,20.931,-17.0347,69.8,68,100,18.41,overcast clouds
543,Verkhnyaya Inta,RU,65.9811,60.3094,21.15,96,100,4.83,overcast clouds
544,Sistranda,NO,63.7256,8.834,33.8,75,75,25.32,broken clouds
545,Kieta,PG,-6.2167,155.6333,78.62,82,99,4.47,light rain
546,Rock Sound,BS,24.9,-76.2,69.37,62,100,19.22,overcast clouds
547,Nuuk,GL,64.1835,-51.7216,35.01,93,100,47.0,snow
548,Aktau,KZ,43.65,51.2,46.4,93,0,8.95,clear sky
549,Bilma,NE,18.6853,12.9164,80.53,8,0,8.21,clear sky
550,Naryshkino,RU,52.9678,35.7268,35.85,83,92,2.39,overcast clouds
551,Basoko,CD,1.2391,23.616,79.92,68,100,3.42,overcast clouds
552,Tynda,RU,55.1667,124.7167,5.77,98,91,1.45,overcast clouds
553,Clyde River,CA,70.4692,-68.5914,-9.4,84,1,8.05,clear sky
554,Nanga Eboko,CM,4.6833,12.3667,83.48,29,79,2.77,broken clouds
555,Fugen,AT,47.35,11.85,44.6,45,0,2.3,clear sky
556,Agirish,RU,61.9247,63.0231,31.48,97,100,3.53,overcast clouds
557,Samdrup Jongkhar,BT,26.9167,91.6167,64.9,26,100,5.97,overcast clouds
558,Vilcun,CL,-38.65,-72.2333,77.0,44,0,6.91,clear sky
559,Roald,NO,62.5833,6.1333,32.0,64,75,26.46,light snow
560,Puerto Escondido,MX,15.85,-97.0667,86.0,74,1,6.91,clear sky
561,Avera,US,33.194,-82.5271,72.0,21,1,6.91,clear sky
562,Teahupoo,PF,-17.8333,-149.2667,80.6,74,40,6.91,scattered clouds
563,La Ronge,CA,55.1001,-105.2842,37.4,81,100,11.5,overcast clouds
564,Banda Aceh,ID,5.5577,95.3222,79.88,79,100,8.25,overcast clouds
565,Yakeshi,CN,49.2833,120.7333,35.78,60,82,12.21,broken clouds
566,Faanui,PF,-16.4833,-151.75,81.41,76,20,10.29,few clouds
567,Touros,BR,-5.1989,-35.4608,84.2,74,40,13.8,scattered clouds
568,Mtwara,TZ,-10.2667,40.1833,77.0,94,20,11.5,few clouds
569,Shache,CN,38.4167,77.2406,47.91,46,94,2.73,overcast clouds
570,Collie,AU,-33.3667,116.15,57.99,89,0,1.99,clear sky
571,Mozhaysk,RU,55.5019,36.0272,28.71,91,25,4.85,scattered clouds
572,Bay-Khaak,RU,51.1667,94.5,27.03,66,4,3.04,clear sky
573,Comodoro Rivadavia,AR,-45.8667,-67.5,82.4,26,0,12.66,clear sky
574,Bom Jesus,BR,-9.0744,-44.3586,98.19,25,69,5.95,broken clouds
575,Hualmay,PE,-11.0964,-77.6139,75.78,70,33,10.89,scattered clouds
576,Ferme-Neuve,CA,46.7001,-75.4493,53.6,32,94,6.91,overcast clouds
577,Paoua,CF,7.2427,16.4406,88.59,29,99,0.72,overcast clouds
578,Pandan,PH,14.0453,124.1694,80.13,70,97,8.9,overcast clouds
579,Sharjah,AE,25.3573,55.4033,77.0,57,0,9.22,clear sky
580,Warren,US,39.4334,-84.1666,72.0,35,1,3.44,clear sky
581,Owo,NG,7.1962,5.5868,85.05,55,64,7.23,broken clouds
582,Corrientes,AR,-27.4806,-58.8341,91.0,48,20,5.75,few clouds
583,Markovo,RU,57.3206,107.0881,21.34,98,100,1.9,overcast clouds
584,Liwale,TZ,-9.7667,37.9333,69.13,98,63,3.87,broken clouds
585,Fuxin,CN,42.0156,121.6589,45.95,24,2,4.18,clear sky
586,Kautokeino,NO,69.0125,23.0412,23.02,99,100,0.85,light snow
587,Balabac,PH,7.9868,117.0645,81.68,76,99,12.95,overcast clouds
588,Gat,IL,31.61,34.7642,61.0,69,0,7.83,clear sky
589,Buchanan,LR,5.8808,-10.0467,82.4,89,40,6.91,mist
590,Chipinge,ZW,-20.1883,32.6236,60.03,93,6,3.09,clear sky
591,Olaine,LV,56.7853,23.9381,39.2,60,0,14.97,clear sky
592,Ketchikan,US,55.3422,-131.6461,39.2,87,90,6.91,overcast clouds
593,Suntar,RU,62.1444,117.6319,-9.56,99,99,4.68,overcast clouds
594,Morondava,MG,-20.2833,44.2833,79.25,76,0,11.34,clear sky
595,Raudeberg,NO,61.9875,5.1352,30.2,86,90,25.32,light snow
596,Mackay,AU,-21.15,149.2,73.4,94,90,10.36,overcast clouds
597,Nhulunbuy,AU,-12.2333,136.7667,77.0,88,94,6.33,overcast clouds
598,Vanino,RU,49.0869,140.2543,25.45,78,2,3.11,clear sky
599,Ionia,US,42.9873,-85.0711,66.99,29,1,4.61,clear sky
600,Tulle,FR,45.3333,1.8333,51.01,19,4,3.0,clear sky
601,Dahra,DZ,36.2546,0.8519,60.8,63,20,7.2,few clouds
602,Tecoanapa,MX,16.5167,-98.75,86.4,49,0,10.94,clear sky
603,Margate,GB,51.3813,1.3862,50.0,70,19,3.0,few clouds
604,Mahon,ES,39.8885,4.2658,55.4,94,20,10.36,few clouds
605,Rio Gallegos,AR,-51.6226,-69.2181,46.4,71,75,14.97,broken clouds
606,Killybegs,IE,54.6333,-8.45,48.2,87,90,16.11,overcast clouds
607,Gravdal,NO,68.1214,13.5031,28.4,93,75,6.91,broken clouds
608,Dom Pedrito,BR,-30.9828,-54.6731,82.8,46,50,7.83,scattered clouds
609,Valparaiso,CL,-33.0393,-71.6273,60.8,100,90,6.91,mist
610,Esperance,AU,-33.8667,121.9,60.8,88,40,5.75,scattered clouds
611,Kulu,TR,39.0951,33.0799,52.47,65,100,13.98,light rain
612,Killarney,IE,52.05,-9.5167,48.2,76,75,11.5,broken clouds
613,Sunagawa,JP,43.4864,141.9056,39.0,41,100,7.45,overcast clouds
614,Sulina,RO,45.1559,29.6536,43.32,84,100,2.3,overcast clouds
615,Ushtobe,KZ,45.2514,77.9838,48.76,56,100,8.5,overcast clouds
616,Aksu,CN,41.1231,80.2644,46.53,50,88,5.26,overcast clouds
617,Boulder,US,40.0833,-105.3505,77.0,13,1,9.22,clear sky
618,Burns Lake,CA,54.2331,-125.7533,37.4,41,6,10.36,clear sky
619,Isangel,VU,-19.55,169.2667,75.88,74,32,15.79,scattered clouds
620,Bose,IT,45.4612,8.0137,54.0,67,31,1.5,scattered clouds
621,Gold Coast,AU,-28.0,153.4333,69.01,94,75,5.75,light rain
622,Ouegoa,NC,-20.35,164.4333,76.03,82,95,16.35,overcast clouds
623,Kpandu,GH,6.9954,0.2931,84.13,64,35,8.25,scattered clouds
624,Spring Hill,US,28.4769,-82.5255,75.0,35,40,5.37,scattered clouds
625,Angoram,PG,-4.0625,144.0661,72.73,98,100,0.96,overcast clouds
626,Inhambane,MZ,-23.865,35.3833,73.4,68,0,4.61,clear sky
627,Kaeo,NZ,-35.1,173.7833,48.99,95,100,3.04,overcast clouds
628,Tongliao,CN,43.6125,122.2653,43.3,24,0,7.85,clear sky
629,Vrangel,RU,42.7297,133.0839,35.91,57,0,7.58,clear sky
630,Belaya Gora,RU,68.5333,146.4167,-6.2,98,100,7.29,overcast clouds
631,Progreso,MX,21.2833,-89.6667,86.0,37,75,8.05,broken clouds
632,Sarab,IR,38.6066,44.9883,53.17,40,1,3.38,clear sky
633,Nerja,ES,36.7585,-3.8873,60.01,86,20,4.0,few clouds
634,Kurumkan,RU,54.3,110.3,24.82,86,28,4.83,scattered clouds
635,Sawtell,AU,-30.3833,153.1,66.2,94,100,2.89,overcast clouds
636,Kovdor,RU,67.5662,30.4758,32.54,95,100,8.03,overcast clouds
637,Pedernales,DO,18.0384,-71.744,81.41,66,24,6.15,few clouds
638,Virginia Beach,US,36.8529,-75.978,73.4,23,20,10.36,few clouds
639,Colares,PT,38.7992,-9.4469,63.0,77,20,10.36,few clouds
640,Komsomolskiy,UZ,40.4272,71.7189,48.2,87,75,6.13,moderate rain
641,Longfeng,CN,46.55,125.1167,41.49,43,7,7.78,clear sky
642,Mwinilunga,ZM,-11.7358,24.4293,63.37,93,48,4.47,scattered clouds
643,San Vicente,AR,-26.6167,-54.1333,77.94,52,100,1.63,overcast clouds
644,Vallenar,CL,-28.5708,-70.7581,82.27,27,100,12.48,overcast clouds
645,Coruripe,BR,-10.1256,-36.1756,82.62,69,42,10.83,scattered clouds
646,Port Lincoln,AU,-34.7333,135.8667,62.11,83,0,12.95,clear sky
647,Teofilo Otoni,BR,-17.8575,-41.5053,76.41,86,99,3.11,overcast clouds
648,Luena,AO,-11.7833,19.9167,67.21,78,67,2.33,broken clouds
649,Vychegodskiy,RU,61.247,46.8984,26.76,95,19,4.29,few clouds
650,Pedra,BR,-8.4969,-36.9408,77.92,74,94,7.52,light rain
651,Port Hardy,CA,50.6996,-127.4199,44.6,65,20,16.11,few clouds
652,Dalbandin,PK,28.8947,64.4101,79.84,18,95,6.35,overcast clouds
653,Kristiinankaupunki,FI,62.2743,21.376,38.57,81,100,21.18,light rain
654,Zyryanka,RU,65.75,150.85,-6.77,98,100,7.27,overcast clouds
655,Jos,NG,9.9167,8.9,76.28,15,1,5.48,clear sky
656,Kawhia,NZ,-38.0651,174.8183,57.99,94,100,7.56,overcast clouds
657,Ust-Kuyga,RU,70.0167,135.6,-15.34,99,100,4.88,overcast clouds
658,Surskoye,RU,54.4821,46.7214,31.41,94,93,4.59,overcast clouds
659,Korla,CN,41.7597,86.1469,49.87,25,0,15.84,clear sky
660,Nicoya,CR,10.1483,-85.452,91.4,38,0,28.77,clear sky
661,Doctor Arroyo,MX,23.6667,-100.1833,73.44,22,26,10.38,scattered clouds
662,Fukue,JP,32.6881,128.8419,54.9,71,40,30.38,scattered clouds
663,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,63,75,2.59,broken clouds
664,Fethiye,TR,36.6217,29.1164,59.0,82,75,4.61,broken clouds
665,Bayir,TR,37.2687,28.2167,64.4,42,75,11.5,light rain
666,Camana,PE,-16.6228,-72.7111,74.12,76,100,8.68,overcast clouds
667,Ambilobe,MG,-13.2,49.05,74.84,93,42,3.31,scattered clouds
668,Saint Pete Beach,US,27.7253,-82.7412,75.2,38,1,6.91,clear sky
669,Shiraz,IR,29.6036,52.5388,59.0,20,0,6.91,clear sky
670,Sisimiut,GL,66.9395,-53.6735,26.04,69,100,7.43,light snow
671,Yorosso,ML,12.3536,-4.7761,91.4,7,1,5.46,clear sky
672,Alugan,PH,12.2188,125.4808,81.12,67,100,9.98,overcast clouds
673,Kloulklubed,PW,7.0419,134.2556,77.0,88,75,7.23,broken clouds
674,Chiredzi,ZW,-21.05,31.6667,74.03,63,100,4.0,overcast clouds
675,Buckeye,US,33.3703,-112.5838,95.0,11,19,1.88,few clouds
676,West Wendover,US,40.7391,-114.0733,69.8,17,1,5.75,clear sky
677,Safranbolu,TR,41.2508,32.6942,51.21,76,100,1.92,overcast clouds
678,Athabasca,CA,54.7169,-113.2854,39.2,81,83,13.8,broken clouds
679,Ucluelet,CA,48.9329,-125.5528,48.2,53,20,14.97,few clouds
680,Karachev,RU,53.1229,34.9852,35.6,75,51,6.71,broken clouds
681,Ust-Maya,RU,60.4167,134.5333,-17.9,100,89,1.14,overcast clouds
682,Harper,LR,4.375,-7.7169,80.47,82,79,5.66,broken clouds
683,Klyuchi,RU,52.2667,79.1667,25.68,86,100,7.7,overcast clouds
684,Ascension,US,30.2169,-90.9001,73.99,31,1,6.91,clear sky
685,Galle,LK,6.0367,80.217,79.3,79,100,8.72,overcast clouds
686,Fort Nelson,CA,58.8053,-122.7002,44.6,26,20,8.05,few clouds
687,Juneau,US,58.3019,-134.4197,37.4,75,90,16.11,snow
688,Port Blair,IN,11.6667,92.75,79.21,80,50,2.66,scattered clouds
689,Ayan,RU,56.45,138.1667,6.33,81,8,10.02,clear sky
690,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,96.33,23,46,7.43,scattered clouds
691,Jasper,US,37.2001,-94.3502,73.4,46,1,16.11,clear sky
692,Pizarro,CO,4.9533,-77.366,83.26,73,87,9.31,overcast clouds
693,Alta Floresta,BR,-9.8756,-56.0861,91.4,52,40,3.44,scattered clouds
694,Abu Dhabi,AE,24.4667,54.3667,75.2,60,0,9.22,clear sky
